Normalized id,Title,Author,Year,Count
category_soundscape_hybrid_classification_cacec534,Categories for soundscape: Toward a hybrid classification,Niessen,2010,1
10.3758/bf03328608,Noise-induced changes in calls of the Japanese quail,Potash,1972,1
10.1080/14615517.2015.1096038,Environmental impact assessment guidelines for offshore petroleum exploration seismic surveys,Prideaux,2016,1
10.1016/j.biocon.2006.02.016,The effects of wind turbines on antipredator behavior in California ground squirrels (Spermophilus beecheyi),Rabin,2006,1
10.1016/j.ecolind.2020.106172,Acoustic space occupancy: Combining ecoacoustics and lidar to model biodiversity variation and detection bias across heterogeneous landscapes,Rappaport,2020,1
10.1007/978-1-4614-0158-2,Meaningful information,,2011,1
10.1007/s00265-017-2340-2,Acoustic ranging in poison frogs-It is not about signal amplitude alone,Ringler,2017,1
10.1175/jas-d-20-0053.1,An array of ringing global free modes discovered in tropical surface pressure data,Sakazaki,2020,1
10.1190/1.1444411,What is noise?,,1998,1
10.2307/4075488,A preliminary study of the effects of temperature on the time of ending of the evening song of the monckingbird,Shaver,1930,1
10.1126/science.1107406,Homeward sound,Simpson,2005,1
10.1016/j.anbehav.2007.11.004,Settlement-stage coral reef fish prefer the higher-frequency invertebrate-generated audible component of reef noise,Simpson,2008,1
10.1121/1.1811121,Habitat-dependent ambient noise: Consistent spectral profiles in two African forest types,Slabbekoorn,2004,1
ecosystematical_characteristic_determine_raunkiaer_2bad6036,Some ecosystematical characteristics determined by Raunkiaer's circling method. Nordiska (19. skandinaviska) naturforskarmöteti Helsingfors den,,1936,1
dawn_chorus_diel_pattern_acoustic_signal_66801d99,The dawn chorus and other diel patterns in acoustic signaling,Staicer,1996,1
time_ecotremology_148f27bc,Is it time for ecotremology,Šturm,2018,1
10.1016/j.tree.2019.07.014,Climate change is breaking Earth's beat,Sueur,2019,1
10.3390/ma11061034,"Noninvasive mechanochemical imaging in unconstrained Caenophabditis elegans. Materials, 11",,2013,1
british_isles_vegetation_6d9a72df,The British Isles and their vegetation,,1939,1
10.1007/s00442-002-1140-0,Positive interactions between migrant and resident birds: Testing the heterospecific attraction hypothesis,Thomson,2003,1
10.1016/s0065-3454(08)60107-2,Vocal interactions in birds: The use of song as a model in communication,Todt,2000,1
10.1007/s00338-002-0240-y,Corals on the move: Rambling of Madracis pharensis polyps early after settlement,Vermeij,2002,1
10.3389/fevo.2019.00203,Predator-prey interactions and eavesdropping in vibrational communication networks,Virant-Doberlet,2019,1
10.1007/bf01975119,Correlation of song frequency and body weight in passerine birds,Wallschläger,1980,1
10.1017/s1355771802001085,Linking soundscape composition and acoustic ecology,Westerkamp,2002,1
vegetation_siskiyou_mountain_76898b91,Vegetation of the Siskiyou mountains,Whittaker,1960,1
10.2307/335700,"Language, thought, and reality",Whorf,1956,1
10.1007/bf00131172,"Scaling of 'landscapes' in landscape ecology, or, landscape ecology from a beetle's perspective",Wiens,1989,1
error_exaggeration_deception_1de76ddb,"Errors, exaggeration, and deception",Wiley,1994,1
10.2307/4071038,Morning awakening and even-song,Wright,1912,1
10.2307/4072050,Morning awakening and even-song: Second paper,Wright,1913,1
introduction_acoustic_ecology_9844a6d6,An introduction to acoustic ecology,Wrightson,2000,1
10.1007/s12304-019-09374-8,Design responses as response diversity,Ávila,2020,1
10.1108/9781800436367,Nature-based solutions for more sustainable cities -A framework approach for planning and evaluation,,2021,1
10.1111/faf.12300,Freshwater eels: A symbol of the effects of global change,Drouineau,2018,1
10.1126/science.1255957,"Bee declines driven by combined stress from parasites, pesticides and lack of flowers",Goulson,2015,1
10.1016/j.nbsj.2022.100011,The co-evolutionary approach to nature-based solutions: A conceptual framework,Herrmann-Pillath,2022,1
10.1098/rspb.2016.2104,Rates of change in climatic niches in plant and animal populations are much slower than projected climate change,Jezkova,2016,1
10.1086/674899,Species collapse via hybridization in Darwin's tree finches,Kleindorfer,2014,1
organism_agent_zoosemiotic_perspective_umwelt_reve_631cbc3b,Organism as an agent in zoosemiotic perspective: Umwelt reversion,Mäekivi,2021,1
10.1177/1471301211409374,Self and embodiment: A bio-phenomenological approach to dementia,Maran,2011,1
new_ecology_system_perspective_b48c5554,A new ecology: Systems perspective,,2020,1
10.1111/ele.12399,Quantifying ecological memory in plant and ecosystem processes,Ogle,2015,1
10.1007/978-3-642-58769-6_9,"Network orientors: Steps toward a cosmography of ecosystems: Orientors for directional development, self-organization, and autoevolution",Patten,1998,1
10.1038/s41586-019-1264-6,Predator-induced collapse of niche structure and species coexistence,Pringle,2019,1
10.1186/1472-6785-14-14,Mistaken identity? Visual similarities of marine debris to natural prey items of sea turtles,Schuyler,2014,1
10.1111/j.1752-4571.2010.00166.x,Evolution and behavioural responses to human-induced rapid environmental change,Sih,2011,1
10.1215/22011919-3610333,"Ecological community, the sense of the world, and senseless extinction",Smith,2013,1
10.1603/ec09429,Weighing risk factors associated with bee colony collapse disorder by classification and regression tree analysis,Van Engelsdorp,2010,1
ring_seal_pusa_hispida_seasonal_movement_diving_ha_a4a7f911,"Ringed seal (Pusa hispida) seasonal movements, diving, and haul-out behavior in the Beaufort",Von Duyke,2011,1
10.1038/s41558-018-0312-9,Long-distance migratory birds threatened by multiple independent risks from global change,Zurell,2018,1
10.3390/life6020021,A field trip to the Archaean in search of Darwin's warm little pond,Damer,2016,1
10.1093/oxfordhb/9780198735410.013.4,The enactive conception of life,Di Paolo,2018,1
10.1007/s11084-018-9559-4,The Standard Genetic Code can Evolve from a Two-Letter GC Code Without Information Loss or Costly Reassignments,Frank,2018,1
10.1007/978-3-319-43784-2_3,"Life is precious because it is precarious: Individuality, mortality, and the problem of meaning",Froese,2017,1
10.1038/s41598-018-21973-y,Horizontal transfer of code fragments between protocells can explain the origins of the genetic code without vertical descent,Froese,2018,1
life_ashby_ultrastability_autopoietic_foundation_b_7915e79b,Life after Ashby: Ultrastability and the autopoietic foundations of biological individuality,Froese,2010,1
10.3390/philosophies4020014,The problem of meaning in AI and robotics: Still with us after all these years,,2019,1
10.1162/artl_a_00096,Motility at the origin of life: Its characterization and a model,Froese,2014,1
10.1093/oso/9780199230310.001.0001,Embodied Minds in Action,,2009,1
10.5860/choice.50-6104,Radicalizing Enactivism: Basic Minds without Content,,2013,1
10.1063/pt.3.3694,The Origin and Nature of Life on Earth: The Emergence of the Fourth Geosphere,,2016,1
10.1111/j.1749-6632.2000.tb06290.x,"Spontaneous order, autocatakinetic closure, and the development of space-time",Swenson,2000,1
10.5840/ruffinoup199412,Liberal education for competence and responsibility,Andrews,1994,1
10.5040/9781849662451,The public value of the humanities,,2011,1
10.2307/2504336,The logic of the humanities,,1961,1
10.5840/ajs2014303/410,Enhancing survival by not enhancing survival: Sebeok's semiotics and the ultimate paradox of modelling,Cobley,2014,1
university_harmondsworth_penguin_18db1306,What are universities for? Harmondsworth: Penguin,,2012,1
10.1093/oso/9780195071566.003.0002,Business as a humanity: A contradiction in terms?,De George,1994,1
10.5840/ruffinoup19943,Business as a humanity,,1994,1
10.5465/amle.2005.16132558,Bad management theories are destroying good management practice,,2005,1
10.1176/appi.ajp.162.6.1232-a,"The first idea: how symbols, language and intelligence evolved from our primate ancestors to modern humans",,2004,1
10.1001/jama.1988.03410090133050,"The statue within: An autobiography, trans",,1988,1
10.5860/choice.47-1958,"The three cultures: Natural sciences, social sciences and the humanities in the 21st century",,2009,1
language_matter_modern_69cb084b,Language matters 2. Modern languages,Kelly,2011,1
ernst_cassirer_du_transcendantal_au_sémiotique_0b2e930f,"Ernst Cassirer, du transcendantal au sémiotique",,2013,1
10.5040/9781849662451.ch-022,The value of art and the art of evaluation,Mcdonald,2011,1
10.1215/0961754x-1305490,Not for profit: Why democracy needs the humanities,,2010,1
make_meaning_literary_research_century_3b54af04,Making meaning: Literary research in the twenty-first century,O'gorman,2011,1
hard_case_time_humanity_law_7443ce19,"Hard cases, hard times and the humanity of law",Tuchman,2009,1
10.5860/choice.36-3752,Media technology and society -A history: From the telegraph to the internet,,1998,1
perceptual_implication_gaia_0ccbbf2b,The perceptual implications of Gaia,Abram,1985,1
double_life_skinner_inner_conflict_dissociation_sc_42ca3d14,"The double life of B.F. Skinner: inner conflict, dissociation and the scientific taboo against consciousness",Baars,2003,1
10.5860/choice.30-5716,"Education, cultural myths, and the ecological crisis: Toward deep changes",,1993,1
ol:OLID:OL111354W,Human nature and conduct,,1922,1
10.5840/thought1939142141,Experience and education,,1938,1
10.5860/choice.35-2242,Dewey and Eros: Wisdom and desire in the art of teaching,,1997,1
ol:OLID:OL3906425W,John Dewey's philosophy of value,,1972,1
10.5860/choice.45-0404,John Dewey and our educational prospect: A critical engagement with Dewey's democracy and education,,2006,1
10.1007/bf00372944,Truth and fallacy in educational theory,,1962,1
see_virtuality_nature_949d346f,Seeing virtuality in nature,Hirst,1970,1
10.2307/4611386,Growing minds: On becoming a teacher,,1984,1
10.1163/9789401203555_023,Where do your borders lie? Reflections on the semiotical ethics of nature,Maran,2006,1
10.1080/00131727509336414,Pruning the growth metaphor,Nyberg,1975,1
encounter_animal_mind_59aa3c62,Encounters with animal minds,Smuts,2001,1
10.1353/con.0.0004,Between species: science and subjectivity,Smuts,2006,1
self_validate_reduction_theory_environmental_deval_3cbed312,Self-validating reduction: a theory of environmental devaluation,Weston,1996,1
10.1016/j.biosystems.2016.12.002,Chasing the tail: The emergence of autocatalytic networks,Hordijk,2017,1
10.1038/280445a0,Hypercycles and the origin of life,Smith,1979,1
10.1039/c5mb00593k,Prebiotic network evolution: Six key parameters,Nighe,2015,1
10.1162/artl.1997.3.2.101,Evolutionary transitions and artificial life,Stewart,1997,1
evolution_arrow_direction_future_humanity_3e214a5b,Evolution's Arrow: the direction of evolution and the future of humanity,,2000,1
10.1007/s10699-018-9563-1,The origins of Life: The managed-metabolism hypothesis,Stewart,2019,1
10.1016/j.biosystems.2020.104237,Towards a general theory of the major cooperative evolutionary transitions,Stewart,2020,1
10.1186/1745-6150-7-1,Evolution before genes,Vasas,2012,1
10.1162/978-0-262-31709-2-ch036,Autocatalysis before enzymes: The emergence of prebiotic chain reactions,Virgo,2013,1
10.1073/pnas.1102343108,"Selfish genetic elements, genetic conflict, and evolutionary innovation",Werren,2011,1
peirce_metaphor_transaction_charles_s_9313779d,Peirce on metaphor. Transactions of the Charles S,Anderson,1984,1
step_ecology_mind_revolutionary_approach_man_under_a2119487,Steps to an ecology of mind. A revolutionary approach to man's understanding of himself,,1972,1
metaphor_theory_change_1863efe4,"Metaphor and theory change: What is a ""metaphor"" a metaphor for?",Boyd,1979,1
ol:OLID:OL11314275W,Grammatical man,,1982,1
architecture_biological_analogy_find_generative_de_c43be666,Architecture and biological analogies. Finding a generative design process based on biological rules. eCAADe (Session 13: Generative systems,,2005,1
analogías_biológica_en_arquitectura_del_acercamien_a84707ef,Analogías biológicas en arquitectura. Del acercamiento biónico hacia los paradigmas de lo biodigital,,2009,1
10.46583/scio_2016.12.593,Thirdness in nature,Deely,2016,1
10.12697/SSS.2018.46.2-3.01,Peirce's garden of forking metaphors,Feodorov,2018,1
10.1007/BF00485230,Special sciences (or: The disunity of science as a working hypothesis,Fodor,1974,1
10.1007/978-94-015-8038-0_7,Death of the gene: Developmental systems strike back,Gray,1992,1
10.1002/9780470015902.a0003452.pub2,Developmental systems theory,,2015,1
10.1080/14636778.2013.824249,Genetics and philosophy,,2013,1
10.1016/b978-012730935-4/50003-1,Larvae in invertebrate development and evolution,Hickman,1999,1
10.1515/9783110849875.431,A Peircean classification of models,Houser,1991,1
10.1016/0273-2297(87)90011-6,The persistence of dichotomies in the study of behavioral development,Johnston,1987,1
architecture_metaphor_language_number_money_97fbe63e,"Architecture as metaphor: Language, number, money",,1995,1
nature_semiosis_5d9229a6,Nature and semiosis,Kruse,1990,1
semantic_conceptual_issue_nature_nurture_problem_1598a699,Semantic and conceptual issues in the nature-nurture problem,Lehrman,1970,1
10.1001/jama.1974.03230210054029,Life: The unfinished experiment,,1973,1
10.5860/choice.42-3407,What makes biology unique? Considerations on the autonomy of a scientific discipline,,2004,1
10.1016/s0160-9327(99)01198-9,The use of models and metaphors developmental biology,Mclachlan,1999,1
10.1007/s12304-020-09397-6,Causation and information: Where is biological meaning to be found?,Pharoah,2020,1
realization_book_5806d918,The realization book,,2010,1
philosophical_essay_longmans_741e0cbc,Philosophical essays. Longmans,,1910,1
metaphor_scientific_philosophy_peircean_comment_2a803371,On the metaphor in scientific philosophy: Peircean comments,Sørensen,2010,1
10.4324/9780203934272,The evolution of designs,,2008,1
10.2979/trancharpeirsoc.47.2.117,Peirce versus Davidson on metaphorical meaning,Wilson,2011,1
10.1016/j.gloplacha.2004.06.001,Extreme climatic events and their evolution under changing climatic conditions,Backhaus,2004,1
10.1057/9780230227613_8,Exploring the lifescape,Convery,2008,1
10.12703/P6-39,Individual-based models in ecology after four decades,Dale,1970,1
10.1098/rstb.2011.0172,Modelling ecological systems in a changing world,Evans,1586,1
landscape_ecology_theory_methodology_application_a_c77eaa1f,"Landscape ecology: Theories, methodologies and applications. An agenda for the Second Millennium",,2021,1
10.1016/j.ecoser.2016.09.002,Conceptualising cultural ecosystem services: A novel framework for research and critical engagement,Fish,2016,1
10.2307/3565489,Food chain dynamics: The central theory of ecology?,Fretwell,1987,1
10.1016/j.tree.2016.10.010,Energy landscapes and the landscape of fear,Gallagher,2017,1
10.1111/1467-9523.00135,Modernizing the savage: Colonization and perceptions of landscape and lifescape,Gasteyer,2000,1
10.2307/1145,The influence of biologically conditioned media on the growth of a mixed population of Paramecium caudatum and P. aureliax,Gause,1934,1
10.1126/science.aar7121,The influence of human disturbance on wildlife nocturnality,Gaynor,2018,1
10.1111/jvs.12340,Taking a systems approach to ecological systems,Grace,2015,1
10.1073/pnas.0704243104,Quantifying and mapping the human appropriation of net primary production in earth's terrestrial ecosystems,Haberl,2007,1
10.1890/08-2090.1,Trade-offs between predation risk and forage differ between migrant strategies in a migratory ungulate,Hebblewhite,2009,1
10.1007/BF00380148,Resource partitioning of sonar frequency bands in rhinolophoid bats,Heller,1989,1
deflowering_central_america_0386e523,The deflowering of Central America,Janzen,1974,1
10.1007/978-1-349-87835-2_6,The human world and the natural world,Jenkins,2002,1
10.1006/jtbi.2001.2262,Cybernetic formulation of the definition of life,Korzeniewski,2001,1
10.1111/j.1365-2656.2011.01946.x,Interspecific interactions drive cultural co-evolution and acoustic convergence in syntopic species,Laiolo,2012,1
10.1890/13-1083.1,The landscape of fear: The missing link to understand top-down and bottom-up controls of prey abundance?,Laundré,2014,1
10.1007/978-1-4612-1906-4_13,The role of species in ecosystems: Aspects of ecological complexity and biological diversity,Lawton,1997,1
10.1111/1365-2656.12989,"Insectivorous bats integrate social information about species identity, conspecific activity and prey abundance to estimate cost-benefit of interactions",Lewanzik,2019,1
10.1086/282505,"The limiting similarity, convergence, and divergence of coexisting species",Macarthur,1967,1
10.1093/biosci/biu098,On theory in ecology,Marquet,2014,1
10.2307/1931693,Language analysis and the concept environment,Mason,1957,1
10.1038/s41586-020-2773-z,Area-based conservation in the twenty-first century,Maxwell,2020,1
10.1079/9781845932541.0226,The conservation of ecological interactions,Memmott,2007,1
10.1641/0006-3568(2001)051<1018:DAUB>2.0.CO;2,Defining and unraveling biocomplexity,Michener,2001,1
10.1098/rstb.2011.0175,Interactions between human behaviour and ecological systems,Milner-Gulland,1586,1
10.1101/sqb.1961.026.01.048,"General conclusions: Teleonomic mechanisms in cellular metabolism, growth, and differentiation",Monod,1961,1
10.1086/282445,The gene material as the initiator and the organizing basis of life,Muller,1966,1
10.1086/700094,"Eco-evolutionary dynamics in Metacommunities: Ecological inheritance, helping within species, and harming between species",Mullon,2018,1
10.1007/s13752-012-0030-x,Ecological inheritance and cultural inheritance: What are they and how do they differ?,Odling-Smee,2011,1
10.1242/jeb.049312,Getting ahead: Context-dependent responses to odorant filaments drive along-stream progress during odor tracking in blue crabs,Page,2011,1
10.1086/283903,Environs: Relativistic elementary particles for ecology,Patten,1982,1
10.1016/0198-0254(81)91672-1,System theory of the ecological niche,Patten,1981,1
10.1007/s10021-004-0098-7,Biocomplexity in coupled natural-human systems: A multidimensional framework,Pickett,2005,1
10.1126/science.1246752,"The biodiversity of species and their rates of extinction, distribution, and protection",Pimm,2014,1
10.1038/nrmicro1643,The role of ecological theory in microbial ecology,Prosser,2007,1
10.1111/j.1526-100X.2008.00394.x,Biodiversity of belowground invertebrates as an indicator of wet meadow restoration success,Riggins,2009,1
10.2307/1936707,A theory of habitat selection,Rosenzweig,1981,1
10.1016/j.tree.2013.01.019,Pollinator-mediated evolution of floral signals,Schiestl,2013,1
10.1007/s10980-018-0628-x,Symbolic species as a cultural ecosystem service in the European Alps: Insights and open issues,Schirpke,2018,1
10.3389/fpubh.2016.00260,The human-nature relationship and its impact on health: A critical review,Seymour,2016,1
10.1121/1.1915184,The theory of sound perception,Shambaugh,1930,1
ontology_organism_environment_relation_03a94765,On the ontology of organism-environment relations,Smith,2002,1
10.1111/ele.13344,Fear of humans as apex predators has landscape-scale impacts from mountain lions to mice,Suraci,2019,1
spatial_ecology_role_space_population_dynamic_inte_f2c204ab,Spatial ecology: The role of space in population dynamics and interspecific interactions (MPB-30,,1997,1
10.1111/j.1558-5646.2009.00795.x,Signal design and perception in Hypocnemis antbirds: Evidence for convergent evolution via social selection,Tobias,2009,1
10.2307/1219444,"Ecological species, multispecies, and oaks",Van Valen,1976,1
10.23943/princeton/9780691128610.001.0001,Pollination and floral ecology,,2011,1
10.1007/s10980-017-0594-8,Thirty years of landscape ecology,Wu,1987,1
aspect_philosophy_living_tran_barnaby_norman_c3775152,"Aspects of a philosophy of the living, trans. Barnaby Norman",Barthélémy,2015,1
10.1002/jcb.25495,CJD and scrapie require agent-associated nucleic acids for infection,Botsios,2016,1
luminidependens_ld_arabidopsis_protein_prion_behav_55a83987,Luminidependens (LD) is an Arabidopsis protein with prion behaviour,Cairns-Smith,1982,1
bright_prion_60223d33,The bright side of prions,Halfmann,2014,1
10.1073/pnas.1019368108,Protein-only mechanism induces self-perpetuating changes in the activity of neuronal Aplysia cytoplasmic polyadenylation element binding protein (CPEB),Heinrich,2011,1
10.1016/j.cell.2013.02.026,Heritable remodeling of yeast multicellularity by an environmentally responsive prion,Holmes,2013,1
10.1146/annurev-cellbio-100913-013325,Liquid-liquid phase separation in biology,Hyman,2014,1
10.1038/491524a,In retrospect: the origin of life,Hyman,2012,1
informational_ontology_meaning_gilbert_simondon_co_2c277b54,Informational ontology: the meaning of Gilbert Simondon's concept of individuation,,2013,1
10.1371/journal.ppat.1004451,Peculiarities of prion diseases,Jablonka,2014,1
seed_bone_dimensional_amyloid_pathogenic_mechanism_a8994112,Seeding Bone-dimensional crystallization^of amyloid: a pathogenic mechanism in Alzheimer's disease and scrapie?,Jarrett,1993,1
10.1016/1074-5521(95)90074-8,The chemistry of scrapie infection: implications of the 'ice 9' metaphor,Lansbury,1995,1
10.1534/genetics.111.137760,Prions in yeast,Liebman,2012,1
lamarck_right_well_live_chemistry_4b5db85d,Lamarck was right: better living through chemistry,,2015,1
prion_protein_element_genetic_diversity_ad3a0ca6,Prions: protein elements of genetic diversity,,2016,1
10.1016/j.jtbi.2015.07.008,Origin of life. Primordial genetics: Information transfer in a pre-RNA world based on self-replicating beta-sheet amyloid conformers,Maury,2015,1
10.1016/j.tcb.2013.01.007,Blessings in disguise: biological benefits of prion-like mechanisms,Newby,2013,1
10.1007/978-3-663-01511-6_10,Theory of dissipative structures,Prigogine,1973,1
10.1126/science.6801762,Novel proteinaceous infectious particles cause scrapie,Prusiner,1982,1
10.1016/j.tibs.2010.11.001,Prion hypothesis: the end of the controversy?,Soto,2011,1
ol:OLID:OL98454W,Cat's cradle,,1963,1
10.1126/science.1183748,Generating a prion with bacterially expressed recombinant prion protein,Wang,2010,1
10.1016/j.cell.2012.05.022,Getting RNA and protein in phase,Weber,2012,1
10.1371/journal.pbio.1001786,Contribution of Orb2A stability in regulated amyloid-like oligomerization of Drosophila Orb2,White-Grindley,2014,1
10.1016/0168-9525(94)90029-9,URE3] as an altered URE2 protein: evidence for a prion analog in Saccharomyces cerevisiae,Wickner,1994,1
10.1002/sres.3850060305,Genetic information and the determination of functional organization in biological systems,Wills,1989,1
10.1016/j.jtbi.2013.02.011,Frameshifted prion proteins as pathological agents: quantitative considerations,Wills,2013,1
informational_turn_philosophy_mind_machine_9daededc,The informational turn in philosophy. Minds and Machines,,2003,1
quine_meinong_indispensability_argument_9b73ba75,"On what is not there. Quine, Meinong, and the indispensability argument",Beni,2013,1
10.1080/0952813x.2014.940138,Why Taddeo and Floridi did not solve the symbol grounding problem,Bielecka,2015,1
10.1007/bf00413692,Does a rock implement every finite-atate automaton? Synthese,,1996,1
10.2307/2220119,Meaning and mental representation,Cummins,1991,1
10.1016/b978-008044394-2/50005-1,Representation and Indication,Cummins,2004,1
10.1075/tsl.6.10giv,"Iconicity, isomorphism, and non-arbitrary coding in syntax",Givón,1985,1
isomorphism_grammatical_code_cognitive_biological__c599e2ae,Isomorphism in the grammatical code: cognitive and biological considerations,Givón,1991,1
10.2307/414448,The iconicity of grammar: isomorphism and motivation,Haiman,1980,1
10.1515/9783110873269.697,Language in relation to other communication Systems,Jakobson,1971,1
trend_theoretical_biology_twentieth_century_a60ed24c,Trends in theoretical biology: the twentieth century,Kull,2000,1
10.1016/s0039-3681(98)80129-5,What is structural realism?,Ladyman,1998,1
mr_russell_causal_theory_perception_e763e7f4,Mr Russell's causal theory of perception,Morgan,1928,1
unlock_brain_volume_code_d0e5f080,Unlocking the brain: volume 1: coding,,2014,1
10.1016/b978-008044394-2/50004-x,Notes toward a structuralist theory of mental representation,O'brien,2004,1
untangle_question_mental_representation_4d0bf71b,Untangling two questions about mental representation,Putnam,1988,1
10.1016/j.pneurobio.2011.08.002,The neuronal encoding of information in the brain,Rolls,2011,1
10.1093/bjps/axr038,Structural representations and the brain,Shagrir,2012,1
vi_exploitable_isomorphism_structural_representati_6b042a79,VI-Exploitable isomorphism and structural representation,Shea,1922,1
10.1007/bf00499820,Structural representation and surrogative reasoning,Swoyer,1991,1
praxical_solution_symbol_ground_problem_mind_machi_09764285,A praxical solution of the symbol grounding problem. Minds and Machines,,2007,1
10.1007/978-94-009-6980-3_4,The modal theory of abstract objects (with propositions),,1983,1
multi_robot_cooperative_object_tracking_base_parti_ee78b4f3,Multi-Robot Cooperative Object Tracking Based on Particle Filters,Ahmad,2011,1
vision_base_cooperative_simultaneous_localization__fe711b8c,"Vision-Based Cooperative Simultaneous Localization and Tracking, 2011 I.E. International Conference on Robotics and Automation",,2011,1
10.1016/j.plrev.2006.07.001,Self-organized structures in a superorganism: do ants behave like molecules?,Detrain,2006,1
10.1007/978-3-642-20217-9_30,Cooperative Localization Based on Visually Shared Objects,Lima,2010,1
complex_systema_modeling_metaphors_nature_simulati_3bb169bc,Complex Systema Modeling: Using Metaphors from Nature in Simulation and Scientific Models,,1999,1
10.1023/a:1008942012299,Multiagent systems: a survey from a machine learning perspective,Stone,2000,1
complete_works_aristotle_therevise_oxford_translat_72fe8f3b,The Complete Works of Aristotle. Therevised Oxford translation,,1984,1
10.1016/j.tins.2019.11.003,Are there islands of awareness?,Bayne,2020,1
10.1007/s12304-023-09533-y,What if consciousness has no function?,Belardinelli,2023,1
translation_manheim_philosophie_der_symbolischen_f_81c808f9,Translation by R. Manheim of Philosophie der Symbolischen Formen,,1953,1
10.1201/9781003341413-6,Extended Evolutionary Synthesis,,2022,1
10.1098/rsif.2008.0344,Molecular circuits for associative learning in single-celled organisms,Fernando,2009,1
10.1007/s12304-022-09518-3,How minimal can consciousness be?,Irwin,2023,1
10.1007/s10539-017-9593-z,"Collective narratives, false memories, and the origins of autobiographical memory",Jablonka,2017,1
10.1098/rstb.2012.0117,The co-evolution of language and emotions,Jablonka,2012,1
10.5860/choice.43-3348,The Universe in a single atom: The convergence of Science and spirituality,,2005,1
10.1007/s12304-023-09525-y,Some reflections on the evolution of conscious agents: The relevance of body plans,Metzinger,2007,1
10.1007/s12304-022-09509-4,The evolution of consciousness and agency,Noble,2022,1
10.1007/s12304-022-09505-8,"UAL is a token, not a type",Reber,2022,1
10.1007/s12304-023-09523-0,Questions for Jablonka and Ginsburg drawn from Lamarck's life-made world,Riskin,2023,1
10.1177/20592043221084710,Sweet Participation: The evolution of music as an interactive technology,Shilton,2022,1
10.3389/fpsyg.2020.00134,Human social evolution: Self-domestication or self-control?,Shilton,2020,1
10.31234/osf.io/e6sw8,Stimulus awareness is necessary for both instrumental learning and instrumental responding to previously learned stimuli,,2022,1
10.1007/s13752-013-0102-6,The Cambrian Explosion and the origins of embodied cognition,Trestman,2013,1
10.1007/s12304-023-09529-8,Energy and expectation: the dynamics of living consciousness,Trestman,2023,1
10.1093/nc/niad020,The evolutionary origins of the global neuronal workspace in vertebrates,Zacks,2023,1
united_west_divide_rest_197e45f3,United West Divided from the Rest,Leonard,2014,1
oracoli_tra_algoretica_e_algocrazia_ecd750d8,Oracoli. Tra algoretica e algocrazia,Bakhtin,1984,1
maestri_di_segni_e_costruttori_pace_8a0d77d7,Maestri di segni e costruttori di pace,,2021,1
thomas_sebeok_biosemiotic_legacy_cybernetic_human__76e65131,Thomas Sebeok and the Biosemiotic Legacy. Cybernetics and Human Knowing,Brier,2003,1
context_narrative_universals_semiology_pars_semeio_090b1b41,A Context for Narrative Universals Semiology as a Pars Semeiotica,Susan,1986,1
ol:OLID:OL36786922W,Sign Crossroads in Global Perspective,John,2008,1
thomas_sebeok_semiotics_united_states_semiotica_af6d7699,Thomas A Sebeok and Semiotics in the United States. Semiotica,,1993,1
trattato_di_semiotica_generale_la_nave_teseo_europ_abc32e1c,Trattato di semiotica generale. La Nave di Teseo European Commission,Ponzio,1972,1
interspecie_signal_habituated_conviviality_recherc_4d93c06d,Interspecies signaling and Habituated Conviviality. Recherches Sémiotiques/ Semiotic Research (RS•SI),,1977,1
ol:OLID:OL1426596W,Essais de linguistique générale,Jakobson,1963,1
ecosystem_semiosic_bond_879ca2de,Ecosystems are made of semiosic bonds,Kull,2010,1
relational_multimodal_higher_education_8315b14f,Relational and Multimodal Higher Education,Lacković,2018,1
dialogue_avec_susan_petrilli_sur_de_la_sémioéthiqu_003d5616,Dialogue avec Susan Petrilli: sur l'actualité de la sémioéthique. Cygne noir,,2023,1
de_à_fontaine_existence_existents_lingis_trans_0c93285e,De l'existence à l'existant. Fontaine; Existence and Existents (A. Lingis Trans,,1947,1
la_réalité_et_son_ombre_68c7dbfa,La réalité et son ombre,Levinas,1948,1
droit_de_et_droits_homme_bcac06d6,Droits de l'homme et droits de l'autre homme,Levinas,1967,1
ol:OLID:OL8996227W,De l'évasion,Levinas,1936,1
ol:OLID:OL6267002W,Aristotele e il linguaggio,Lo Piparo,1991,1
ol:OLID:OL4136230W,Gaia,,1979,1
10.1007/978-3-540-71986-1,Model-based Reasoning in Science Technology and Medicine,Li,2007,1
ol:OLID:OL34025265W,Routledge Handbook of Concepts and Theories of Translation,Sagan,1938,1
biosemiotic_post_digital_living_26209838,Biosemiotics for post digital living,Campbell,2023,1
miracoli_e_traumi_della_comunicazione_einaudi_petr_f1570e31,"Miracoli e traumi della comunicazione. Einaudi Petrilli, Susan",Peirce,1931,1
global_world_manifold_face_peter_lang_petrilli_sus_ca312f8d,"The Global World and Its Manifold Faces. Peter Lang Petrilli, Susan",Petrilli,2008,1
semioetica_la_scienza_dei_segni_ascolto_a084e8b1,Semioetica. La scienza dei segni in ascolto,,2003,1
methods_inference_9ef5040e,On the Methods of Inference,,1978,1
abduction_process_scientific_discovery_centro_de_f_4b0794d4,Abduction and the Process of Scientific Discovery. Centro de Filosofia das,,2007,1
le_basi_materiali_della_significazione_bompiani_ro_c2db8aba,"Le basi materiali della significazione. Bompiani Rossi-Landi, Ferruccio",Petrilli,1977,1
